城市,年月,最高温,最低温,平均气温
德州,2024-08,35.0,20.0,32.0
德州,2024-09,33.0,9.0,26.8
德州,2024-10,28.0,4.0,20.7
德州,2024-11,22.0,-6.0,14.1
德阳,2023-12,18.0,0.0,11.5
德阳,2024-01,18.0,-2.0,11.0
德阳,2024-02,20.0,0.0,12.3
德阳,2024-03,28.0,4.0,18.7
德阳,2024-04,31.0,10.0,24.8
德阳,2024-05,36.0,14.0,28.6
德阳,2024-06,35.0,17.0,29.3
德阳,2024-07,35.0,20.0,29.5
德阳,2024-08,37.0,21.0,33.2
德阳,2024-09,36.0,13.0,31.0
德阳,2024-10,27.0,11.0,21.5
德阳,2024-11,23.0,2.0,16.6
忻州,2023-12,19.0,-21.0,-0.7
忻州,2024-01,3.0,-21.0,-0.5
忻州,2024-02,13.0,-12.0,2.3
忻州,2024-03,26.0,-8.0,12.8
忻州,2024-04,30.0,2.0,21.7
忻州,2024-05,35.0,6.0,27.4
忻州,2024-06,36.0,12.0,30.2
忻州,2024-07,36.0,15.0,31.4
忻州,2024-08,33.0,13.0,28.2
忻州,2024-09,28.0,3.0,22.4
忻州,2024-10,22.0,-1.0,16.3
忻州,2024-11,16.0,-11.0,9.7
怀化,2023-12,26.0,-3.0,12.5
怀化,2024-01,20.0,-6.0,8.5
怀化,2024-02,28.0,-3.0,9.5
怀化,2024-03,32.0,2.0,18.7
怀化,2024-04,31.0,11.0,22.9
怀化,2024-05,35.0,13.0,25.5
怀化,2024-06,34.0,18.0,26.7
怀化,2024-07,38.0,22.0,34.1
怀化,2024-08,38.0,23.0,34.5
怀化,2024-09,38.0,15.0,32.7
怀化,2024-10,29.0,10.0,22.7
怀化,2024-11,28.0,5.0,19.3
思茅,2023-12,24.0,7.0,20.5
思茅,2024-01,23.0,8.0,20.2
思茅,2024-02,27.0,7.0,23.3
思茅,2024-03,29.0,12.0,27.0
思茅,2024-04,33.0,15.0,30.7
思茅,2024-05,32.0,15.0,28.5
思茅,2024-06,30.0,19.0,26.7
思茅,2024-07,29.0,18.0,26.3
思茅,2024-08,29.0,18.0,26.4
思茅,2024-09,29.0,17.0,26.5
思茅,2024-10,28.0,14.0,25.0
思茅,2024-11,25.0,10.0,21.5
恩施,2023-12,19.0,0.0,11.6
恩施,2024-01,19.0,0.0,10.1
恩施,2024-02,21.0,0.0,9.3
恩施,2024-03,30.0,3.0,17.8
恩施,2024-04,33.0,12.0,23.2
恩施,2024-05,35.0,14.0,27.1
恩施,2024-06,38.0,17.0,28.2
恩施,2024-07,38.0,21.0,31.6
恩施,2024-08,39.0,21.0,35.4
恩施,2024-09,39.0,17.0,34.6
恩施,2024-10,28.0,12.0,21.8
恩施,2024-11,24.0,3.0,17.1
成都,2023-12,19.0,0.0,12.5
成都,2024-01,17.0,-1.0,11.7
成都,2024-02,20.0,1.0,13.0
成都,2024-03,30.0,5.0,20.0
成都,2024-04,32.0,9.0,25.7
成都,2024-05,36.0,13.0,28.8
成都,2024-06,35.0,17.0,29.6
成都,2024-07,36.0,20.0,30.1
成都,2024-08,40.0,22.0,35.8
成都,2024-09,38.0,14.0,32.3
成都,2024-10,27.0,11.0,21.5
成都,2024-11,23.0,4.0,17.0
扬州,2023-12,23.0,-8.0,8.9
扬州,2024-01,18.0,-8.0,8.0
扬州,2024-02,23.0,-5.0,7.8
扬州,2024-03,30.0,-1.0,15.9
扬州,2024-04,28.0,7.0,21.9
扬州,2024-05,33.0,11.0,26.8
扬州,2024-06,36.0,18.0,30.1
扬州,2024-07,39.0,21.0,33.8
扬州,2024-08,40.0,24.0,35.3
扬州,2024-09,36.0,17.0,30.8
扬州,2024-10,27.0,8.0,21.4
扬州,2024-11,26.0,0.0,17.4
承德,2023-12,9.0,-22.0,-2.1
承德,2024-01,5.0,-19.0,-0.7
承德,2024-02,13.0,-16.0,3.1
承德,2024-03,22.0,-10.0,12.2
承德,2024-04,29.0,1.0,20.5
承德,2024-05,33.0,6.0,26.2
承德,2024-06,39.0,12.0,32.3
承德,2024-07,38.0,16.0,31.2
承德,2024-08,32.0,13.0,29.0
承德,2024-09,28.0,5.0,22.4
承德,2024-10,23.0,-4.0,17.2
承德,2024-11,18.0,-11.0,9.6
抚州,2023-12,28.0,-5.0,12.2
抚州,2024-01,21.0,-5.0,11.4
抚州,2024-02,29.0,-1.0,10.2
抚州,2024-03,32.0,2.0,18.6
抚州,2024-04,32.0,13.0,23.4
抚州,2024-05,34.0,15.0,27.3
抚州,2024-06,36.0,18.0,27.8
抚州,2024-07,39.0,25.0,35.5
抚州,2024-08,39.0,25.0,35.2
抚州,2024-09,38.0,20.0,32.7
抚州,2024-10,31.0,10.0,23.9
抚州,2024-11,29.0,3.0,19.7
拉萨,2023-12,15.0,-7.0,8.1
拉萨,2024-01,9.0,-9.0,4.2
拉萨,2024-02,13.0,-8.0,7.5
拉萨,2024-03,17.0,-2.0,12.9
拉萨,2024-04,18.0,-1.0,14.3
拉萨,2024-05,25.0,3.0,18.5
拉萨,2024-06,27.0,10.0,23.2
拉萨,2024-07,26.0,11.0,22.7
拉萨,2024-08,25.0,8.0,21.8
拉萨,2024-09,25.0,9.0,22.2
拉萨,2024-10,23.0,2.0,18.9
拉萨,2024-11,18.0,-5.0,13.0
揭阳,2023-12,29.0,5.0,21.5
揭阳,2024-01,26.0,2.0,20.0
揭阳,2024-02,28.0,7.0,21.6
揭阳,2024-03,32.0,9.0,22.9
揭阳,2024-04,34.0,18.0,27.0
揭阳,2024-05,33.0,18.0,27.6
揭阳,2024-06,35.0,20.0,30.8
揭阳,2024-07,37.0,24.0,33.0
揭阳,2024-08,38.0,25.0,33.8
揭阳,2024-09,36.0,24.0,33.0
揭阳,2024-10,33.0,20.0,29.7
揭阳,2024-11,33.0,10.0,25.9
攀枝花,2023-12,26.0,6.0,22.0
攀枝花,2024-01,23.0,5.0,20.9
攀枝花,2024-02,29.0,6.0,24.9
攀枝花,2024-03,33.0,9.0,29.6
攀枝花,2024-04,35.0,15.0,32.8
攀枝花,2024-05,36.0,15.0,31.3
攀枝花,2024-06,37.0,19.0,30.7
攀枝花,2024-07,35.0,20.0,31.3
攀枝花,2024-08,36.0,19.0,31.9
攀枝花,2024-09,34.0,14.0,30.2
攀枝花,2024-10,30.0,15.0,25.6
攀枝花,2024-11,28.0,9.0,22.3
文山县,2023-12,27.0,4.0,19.1
文山县,2024-01,23.0,4.0,16.9
文山县,2024-02,27.0,5.0,21.9
文山县,2024-03,31.0,7.0,24.7
文山县,2024-04,34.0,16.0,31.6
文山县,2024-05,32.0,16.0,27.6
文山县,2024-06,32.0,19.0,28.1
文山县,2024-07,35.0,20.0,28.4
文山县,2024-08,32.0,18.0,28.0
文山县,2024-09,31.0,15.0,27.1
文山县,2024-10,29.0,12.0,24.1
文山县,2024-11,28.0,7.0,21.6
新乡,2023-12,24.0,-14.0,5.5
新乡,2024-01,15.0,-8.0,6.0
新乡,2024-02,19.0,-6.0,7.5
新乡,2024-03,25.0,-1.0,16.7
新乡,2024-04,30.0,5.0,22.9
新乡,2024-05,36.0,10.0,28.4
新乡,2024-06,40.0,18.0,34.2
新乡,2024-07,36.0,20.0,31.2
新乡,2024-08,36.0,21.0,33.0
新乡,2024-09,35.0,11.0,27.6
新乡,2024-10,27.0,4.0,21.5
新乡,2024-11,23.0,0.0,15.3
新余,2023-12,25.0,-4.0,11.8
新余,2024-01,21.0,-5.0,10.6
新余,2024-02,28.0,0.0,9.8
新余,2024-03,31.0,2.0,18.1
新余,2024-04,30.0,13.0,22.0
新余,2024-05,34.0,14.0,26.0
新余,2024-06,34.0,17.0,26.7
新余,2024-07,38.0,24.0,34.0
新余,2024-08,38.0,24.0,34.4
新余,2024-09,38.0,19.0,32.4
新余,2024-10,30.0,10.0,23.5
新余,2024-11,26.0,5.0,19.1
无锡,2023-12,23.0,-6.0,10.0
无锡,2024-01,20.0,-5.0,9.3
无锡,2024-02,25.0,-2.0,8.9
无锡,2024-03,31.0,-1.0,16.7
无锡,2024-04,28.0,8.0,21.5
无锡,2024-05,33.0,11.0,26.4
无锡,2024-06,34.0,17.0,28.4
无锡,2024-07,39.0,23.0,34.7
无锡,2024-08,41.0,26.0,36.2
无锡,2024-09,37.0,18.0,31.7
无锡,2024-10,30.0,10.0,22.2
无锡,2024-11,25.0,2.0,18.0
日喀则,2023-12,12.0,-15.0,7.0
日喀则,2024-01,7.0,-16.0,3.7
日喀则,2024-02,12.0,-12.0,6.0
日喀则,2024-03,16.0,-6.0,10.7
日喀则,2024-04,20.0,-2.0,14.4
日喀则,2024-05,24.0,0.0,18.0
日喀则,2024-06,27.0,7.0,23.1
日喀则,2024-07,24.0,8.0,20.9
日喀则,2024-08,24.0,5.0,20.8
日喀则,2024-09,24.0,5.0,20.4
日喀则,2024-10,22.0,-5.0,17.6
日喀则,2024-11,17.0,-14.0,12.0
日照,2023-12,20.0,-10.0,5.4
日照,2024-01,10.0,-8.0,4.6
日照,2024-02,16.0,-6.0,4.8
日照,2024-03,23.0,-3.0,11.9
日照,2024-04,24.0,5.0,18.1
日照,2024-05,29.0,11.0,23.0
日照,2024-06,38.0,16.0,27.3
日照,2024-07,33.0,21.0,28.9
日照,2024-08,35.0,23.0,31.3
日照,2024-09,32.0,15.0,27.7
日照,2024-10,25.0,7.0,20.4
日照,2024-11,23.0,0.0,15.0
昆明,2023-12,20.0,4.0,16.1
昆明,2024-01,19.0,1.0,15.5
昆明,2024-02,23.0,3.0,18.8
昆明,2024-03,26.0,7.0,23.1
昆明,2024-04,28.0,12.0,26.4
昆明,2024-05,28.0,12.0,24.9
昆明,2024-06,29.0,16.0,24.8
昆明,2024-07,29.0,17.0,25.3
昆明,2024-08,30.0,17.0,26.4
昆明,2024-09,27.0,13.0,24.5
昆明,2024-10,24.0,10.0,20.5
昆明,2024-11,23.0,4.0,17.7
昌吉,2023-12,4.0,-25.0,-5.6
昌吉,2024-01,0.0,-28.0,-7.4
昌吉,2024-02,9.0,-27.0,-6.5
昌吉,2024-03,20.0,-18.0,7.3
昌吉,2024-04,28.0,0.0,19.4
昌吉,2024-05,36.0,7.0,27.2
昌吉,2024-06,37.0,13.0,31.9
昌吉,2024-07,38.0,13.0,32.0
昌吉,2024-08,39.0,13.0,31.5
昌吉,2024-09,30.0,0.0,22.3
昌吉,2024-10,24.0,0.0,16.4
昌吉,2024-11,16.0,-16.0,3.6
昌都县,2023-12,18.0,-12.0,9.1
昌都县,2024-01,10.0,-14.0,6.5
昌都县,2024-02,14.0,-12.0,8.7
昌都县,2024-03,18.0,-5.0,13.6
昌都县,2024-04,20.0,-1.0,14.3
昌都县,2024-05,28.0,2.0,19.7
昌都县,2024-06,27.0,9.0,22.5
昌都县,2024-07,27.0,8.0,23.9
昌都县,2024-08,31.0,7.0,26.5
昌都县,2024-09,29.0,6.0,24.3
昌都县,2024-10,23.0,-3.0,16.8
昌都县,2024-11,22.0,-10.0,13.9
昭通,2023-12,21.0,-4.0,12.7
昭通,2024-01,19.0,-5.0,11.8
昭通,2024-02,23.0,-4.0,14.8
昭通,2024-03,28.0,0.0,19.4
昭通,2024-04,30.0,7.0,22.9
昭通,2024-05,30.0,8.0,21.6
昭通,2024-06,28.0,12.0,21.7
昭通,2024-07,30.0,14.0,26.7
昭通,2024-08,32.0,13.0,28.5
昭通,2024-09,28.0,8.0,25.3
昭通,2024-10,24.0,6.0,17.3
昭通,2024-11,23.0,0.0,14.8
晋城,2023-12,23.0,-16.0,4.9
晋城,2024-01,14.0,-13.0,4.5
晋城,2024-02,19.0,-10.0,5.1
晋城,2024-03,26.0,-5.0,14.5
晋城,2024-04,29.0,4.0,21.8
晋城,2024-05,34.0,9.0,26.5
晋城,2024-06,39.0,14.0,30.7
晋城,2024-07,34.0,17.0,28.9
晋城,2024-08,33.0,15.0,29.9
晋城,2024-09,34.0,9.0,25.5
晋城,2024-10,26.0,2.0,18.5
晋城,2024-11,20.0,-3.0,12.0
景德镇,2023-12,27.0,-4.0,12.7
景德镇,2024-01,22.0,-5.0,12.1
景德镇,2024-02,27.0,-1.0,10.7
景德镇,2024-03,31.0,1.0,19.8
景德镇,2024-04,32.0,13.0,23.8
景德镇,2024-05,34.0,15.0,27.9
景德镇,2024-06,35.0,17.0,28.0
景德镇,2024-07,39.0,23.0,35.3
景德镇,2024-08,40.0,24.0,36.4
景德镇,2024-09,39.0,19.0,34.2
景德镇,2024-10,31.0,11.0,25.0
景德镇,2024-11,28.0,2.0,20.5
曲靖,2023-12,22.0,0.0,15.5
曲靖,2024-01,19.0,-2.0,14.7
曲靖,2024-02,24.0,2.0,19.3
曲靖,2024-03,28.0,4.0,23.3
曲靖,2024-04,30.0,12.0,27.9
曲靖,2024-05,31.0,11.0,24.9
曲靖,2024-06,30.0,15.0,24.7
曲靖,2024-07,32.0,17.0,26.9
曲靖,2024-08,30.0,16.0,27.7
曲靖,2024-09,28.0,11.0,25.2
曲靖,2024-10,25.0,9.0,20.9
曲靖,2024-11,23.0,4.0,17.5
朔州,2023-12,14.0,-28.0,-0.8
朔州,2024-01,11.0,-25.0,0.1
朔州,2024-02,19.0,-16.0,1.7
朔州,2024-03,24.0,-11.0,11.5
朔州,2024-04,27.0,1.0,20.9
朔州,2024-05,34.0,3.0,25.6
朔州,2024-06,34.0,10.0,27.9
朔州,2024-07,36.0,14.0,29.4
朔州,2024-08,33.0,11.0,27.3
朔州,2024-09,27.0,1.0,21.1
朔州,2024-10,23.0,-1.0,16.2
朔州,2024-11,18.0,-15.0,8.8
本溪,2023-12,13.0,-26.0,-3.4
本溪,2024-01,3.0,-24.0,-3.2
本溪,2024-02,11.0,-22.0,-0.3
本溪,2024-03,17.0,-10.0,7.9
本溪,2024-04,25.0,-2.0,18.7
本溪,2024-05,28.0,7.0,22.7
本溪,2024-06,33.0,11.0,28.2
本溪,2024-07,32.0,18.0,28.9
本溪,2024-08,33.0,16.0,30.2
本溪,2024-09,29.0,6.0,23.5
本溪,2024-10,23.0,-4.0,17.0
本溪,2024-11,20.0,-10.0,8.8
来宾,2023-12,29.0,3.0,18.4
来宾,2024-01,25.0,2.0,15.6
来宾,2024-02,30.0,3.0,15.6
来宾,2024-03,32.0,8.0,22.6
来宾,2024-04,33.0,16.0,27.4
来宾,2024-05,34.0,18.0,27.7
来宾,2024-06,35.0,22.0,30.7
来宾,2024-07,38.0,24.0,33.0
来宾,2024-08,36.0,24.0,32.8
来宾,2024-09,37.0,21.0,32.6
来宾,2024-10,33.0,14.0,28.2
来宾,2024-11,32.0,10.0,25.4
杭州,2023-12,25.0,-5.0,11.4
杭州,2024-01,22.0,-4.0,10.9
杭州,2024-02,25.0,-1.0,10.1
杭州,2024-03,31.0,-1.0,18.5
杭州,2024-04,30.0,10.0,22.0
杭州,2024-05,35.0,12.0,26.9
杭州,2024-06,34.0,17.0,27.7
杭州,2024-07,40.0,25.0,35.9
杭州,2024-08,41.0,24.0,37.4
杭州,2024-09,38.0,19.0,31.4
杭州,2024-10,30.0,12.0,22.2
杭州,2024-11,24.0,4.0,18.6
林芝县,2023-12,14.0,-5.0,10.4
林芝县,2024-01,13.0,-7.0,7.8
林芝县,2024-02,13.0,-8.0,8.7
林芝县,2024-03,18.0,-3.0,13.4
林芝县,2024-04,22.0,3.0,15.5
林芝县,2024-05,24.0,3.0,19.7
林芝县,2024-06,25.0,10.0,21.0
林芝县,2024-07,29.0,10.0,22.5
林芝县,2024-08,30.0,9.0,24.4
林芝县,2024-09,28.0,10.0,23.6
林芝县,2024-10,22.0,0.0,17.1
林芝县,2024-11,21.0,-5.0,14.3
枣庄,2023-12,21.0,-10.0,6.6
枣庄,2024-01,12.0,-9.0,6.5
枣庄,2024-02,21.0,-8.0,7.3
枣庄,2024-03,27.0,-3.0,15.6
枣庄,2024-04,28.0,6.0,23.3
枣庄,2024-05,35.0,11.0,29.0
枣庄,2024-06,39.0,18.0,33.4
枣庄,2024-07,37.0,20.0,31.8
枣庄,2024-08,37.0,21.0,33.8
枣庄,2024-09,36.0,11.0,30.0
枣庄,2024-10,27.0,5.0,21.4
枣庄,2024-11,23.0,-1.0,15.9
柳州,2023-12,28.0,2.0,17.4
柳州,2024-01,24.0,0.0,14.9
柳州,2024-02,29.0,0.0,14.0
柳州,2024-03,31.0,7.0,20.8
柳州,2024-04,31.0,14.0,25.5
柳州,2024-05,33.0,17.0,26.9
柳州,2024-06,36.0,21.0,29.5
柳州,2024-07,39.0,25.0,33.3
柳州,2024-08,37.0,26.0,33.4
柳州,2024-09,38.0,23.0,34.0
柳州,2024-10,33.0,16.0,28.5
柳州,2024-11,33.0,13.0,25.4
株洲,2023-12,22.0,-2.0,12.9
株洲,2024-01,22.0,-5.0,10.6
株洲,2024-02,28.0,-2.0,9.0
株洲,2024-03,32.0,3.0,18.9
株洲,2024-04,33.0,13.0,23.3
株洲,2024-05,35.0,14.0,27.0
株洲,2024-06,34.0,18.0,28.2
株洲,2024-07,39.0,23.0,35.4
株洲,2024-08,38.0,24.0,34.7
株洲,2024-09,38.0,17.0,32.7
株洲,2024-10,30.0,11.0,23.6
株洲,2024-11,28.0,5.0,19.9
桂林,2023-12,26.0,1.0,15.9
桂林,2024-01,21.0,-1.0,12.5
桂林,2024-02,28.0,0.0,11.8
桂林,2024-03,29.0,6.0,20.0
桂林,2024-04,33.0,14.0,25.2
桂林,2024-05,35.0,15.0,27.4
桂林,2024-06,34.0,20.0,28.9
桂林,2024-07,40.0,24.0,33.8
桂林,2024-08,37.0,24.0,33.4
桂林,2024-09,38.0,20.0,33.2
桂林,2024-10,32.0,14.0,26.5
桂林,2024-11,32.0,9.0,23.8
梧州,2023-12,29.0,2.0,18.3
梧州,2024-01,26.0,3.0,16.8
梧州,2024-02,28.0,5.0,16.1
梧州,2024-03,31.0,7.0,22.0
梧州,2024-04,33.0,17.0,27.4
梧州,2024-05,33.0,19.0,28.0
梧州,2024-06,35.0,23.0,31.2
梧州,2024-07,36.0,25.0,33.4
梧州,2024-08,37.0,24.0,33.7
梧州,2024-09,36.0,21.0,32.1
梧州,2024-10,32.0,15.0,28.7
梧州,2024-11,31.0,11.0,24.8
楚雄,2023-12,22.0,5.0,17.8
楚雄,2024-01,20.0,0.0,17.2
楚雄,2024-02,24.0,4.0,19.8
楚雄,2024-03,27.0,7.0,24.8
楚雄,2024-04,30.0,13.0,27.5
楚雄,2024-05,30.0,13.0,26.6
楚雄,2024-06,31.0,16.0,27.1
楚雄,2024-07,30.0,17.0,26.0
楚雄,2024-08,30.0,17.0,26.7
楚雄,2024-09,27.0,14.0,25.1
楚雄,2024-10,25.0,12.0,21.7
楚雄,2024-11,23.0,4.0,18.2
榆林,2023-12,16.0,-25.0,0.1
榆林,2024-01,8.0,-21.0,0.5
榆林,2024-02,14.0,-14.0,2.1
榆林,2024-03,25.0,-10.0,12.3
榆林,2024-04,28.0,2.0,20.6
榆林,2024-05,33.0,8.0,26.4
榆林,2024-06,36.0,12.0,29.1
榆林,2024-07,36.0,16.0,31.6
榆林,2024-08,33.0,14.0,27.4
榆林,2024-09,27.0,1.0,21.5
榆林,2024-10,21.0,0.0,16.0
榆林,2024-11,17.0,-7.0,8.2
武威,2023-12,16.0,-19.0,2.9
武威,2024-01,14.0,-20.0,2.5
武威,2024-02,19.0,-14.0,1.7
武威,2024-03,29.0,-13.0,12.7
武威,2024-04,27.0,2.0,19.3
武威,2024-05,35.0,8.0,26.8
武威,2024-06,33.0,12.0,27.8
武威,2024-07,35.0,14.0,28.7
武威,2024-08,34.0,14.0,29.1
武威,2024-09,30.0,1.0,20.3
武威,2024-10,24.0,-2.0,17.5
武威,2024-11,21.0,-14.0,9.4
武汉,2023-12,24.0,-5.0,10.3
武汉,2024-01,20.0,-6.0,9.5
武汉,2024-02,26.0,-4.0,8.1
武汉,2024-03,31.0,1.0,18.6
武汉,2024-04,30.0,11.0,23.5
武汉,2024-05,35.0,14.0,27.7
武汉,2024-06,37.0,18.0,29.5
武汉,2024-07,39.0,22.0,33.9
武汉,2024-08,38.0,23.0,35.3
武汉,2024-09,38.0,15.0,32.5
武汉,2024-10,29.0,8.0,23.7
武汉,2024-11,26.0,0.0,18.9
毕节,2023-12,26.0,-3.0,11.1
毕节,2024-01,22.0,-3.0,8.9
毕节,2024-02,29.0,-1.0,10.9
毕节,2024-03,29.0,1.0,17.3
毕节,2024-04,31.0,9.0,21.6
毕节,2024-05,31.0,8.0,21.6
毕节,2024-06,29.0,14.0,23.1
毕节,2024-07,32.0,15.0,28.7
毕节,2024-08,33.0,15.0,29.8
毕节,2024-09,32.0,10.0,27.0
毕节,2024-10,26.0,7.0,18.4
毕节,2024-11,25.0,2.0,14.4
汕头,2023-12,29.0,7.0,21.3
汕头,2024-01,24.0,4.0,19.2
汕头,2024-02,28.0,9.0,21.1
汕头,2024-03,32.0,9.0,22.2
汕头,2024-04,33.0,19.0,27.1
汕头,2024-05,33.0,18.0,27.4
汕头,2024-06,34.0,22.0,30.8
汕头,2024-07,37.0,26.0,33.1
汕头,2024-08,37.0,26.0,33.5
汕头,2024-09,36.0,24.0,32.8
汕头,2024-10,34.0,21.0,29.5
汕头,2024-11,30.0,13.0,25.6
汕尾,2023-12,29.0,7.0,22.0
汕尾,2024-01,26.0,5.0,20.8
汕尾,2024-02,28.0,10.0,22.4
汕尾,2024-03,31.0,10.0,22.6
汕尾,2024-04,29.0,19.0,26.7
汕尾,2024-05,32.0,20.0,27.7
汕尾,2024-06,33.0,22.0,29.7
汕尾,2024-07,34.0,25.0,31.7
汕尾,2024-08,34.0,24.0,31.0
汕尾,2024-09,35.0,24.0,31.7
汕尾,2024-10,33.0,20.0,29.8
汕尾,2024-11,31.0,13.0,25.8
池州,2023-12,23.0,-6.0,9.6
池州,2024-01,20.0,-6.0,8.9
池州,2024-02,27.0,-2.0,8.2
池州,2024-03,31.0,-3.0,17.3
池州,2024-04,30.0,9.0,22.3
池州,2024-05,34.0,11.0,26.6
池州,2024-06,35.0,16.0,28.9
池州,2024-07,38.0,23.0,33.6
池州,2024-08,38.0,24.0,35.4
池州,2024-09,38.0,16.0,31.6
池州,2024-10,29.0,8.0,21.8
池州,2024-11,25.0,3.0,18.0
沈阳,2023-12,14.0,-27.0,-3.4
沈阳,2024-01,4.0,-24.0,-3.7
沈阳,2024-02,13.0,-22.0,-1.0
沈阳,2024-03,16.0,-12.0,8.2
沈阳,2024-04,25.0,-2.0,19.1
沈阳,2024-05,29.0,6.0,23.6
沈阳,2024-06,34.0,10.0,29.0
沈阳,2024-07,33.0,17.0,28.9
沈阳,2024-08,33.0,16.0,30.4
沈阳,2024-09,30.0,6.0,23.5
沈阳,2024-10,23.0,-4.0,16.9
沈阳,2024-11,19.0,-11.0,8.7
沧州,2023-12,20.0,-22.0,2.4
沧州,2024-01,8.0,-15.0,3.0
沧州,2024-02,18.0,-10.0,5.7
沧州,2024-03,24.0,-2.0,15.5
沧州,2024-04,29.0,4.0,22.1
沧州,2024-05,34.0,11.0,27.7
沧州,2024-06,41.0,16.0,34.2
沧州,2024-07,39.0,17.0,32.1
沧州,2024-08,35.0,18.0,31.8
沧州,2024-09,31.0,7.0,26.3
沧州,2024-10,27.0,2.0,20.2
沧州,2024-11,22.0,-6.0,14.2
河池地区,2023-12,28.0,3.0,17.8
河池地区,2024-01,24.0,2.0,14.2
河池地区,2024-02,32.0,4.0,16.5
河池地区,2024-03,31.0,8.0,21.7
河池地区,2024-04,37.0,16.0,27.8
河池地区,2024-05,34.0,17.0,27.2
河池地区,2024-06,35.0,21.0,29.6
河池地区,2024-07,39.0,24.0,32.9
河池地区,2024-08,36.0,25.0,32.9
河池地区,2024-09,37.0,21.0,32.8
河池地区,2024-10,31.0,14.0,27.0
河池地区,2024-11,31.0,11.0,24.7
河源,2023-12,30.0,1.0,18.9
河源,2024-01,27.0,0.0,18.9
河源,2024-02,31.0,4.0,19.7
河源,2024-03,31.0,5.0,22.1
河源,2024-04,31.0,18.0,26.5
河源,2024-05,32.0,18.0,27.6
河源,2024-06,35.0,20.0,30.4
河源,2024-07,38.0,23.0,33.3
河源,2024-08,38.0,24.0,33.5
河源,2024-09,37.0,19.0,32.7
河源,2024-10,34.0,15.0,28.4
河源,2024-11,29.0,9.0,23.4
泉州,2023-12,30.0,5.0,18.8
泉州,2024-01,25.0,4.0,17.1
泉州,2024-02,28.0,7.0,17.9
泉州,2024-03,30.0,7.0,20.1
泉州,2024-04,32.0,15.0,24.8
泉州,2024-05,31.0,16.0,25.8
泉州,2024-06,33.0,19.0,29.4
泉州,2024-07,38.0,25.0,33.8
泉州,2024-08,36.0,25.0,32.4
泉州,2024-09,34.0,22.0,30.9
泉州,2024-10,31.0,19.0,27.3
泉州,2024-11,30.0,10.0,23.0
泰安,2023-12,19.0,-14.0,5.0
泰安,2024-01,11.0,-12.0,5.4
泰安,2024-02,20.0,-9.0,6.4
泰安,2024-03,24.0,-4.0,15.9
泰安,2024-04,29.0,6.0,23.7
泰安,2024-05,35.0,11.0,28.5
泰安,2024-06,39.0,16.0,33.5
泰安,2024-07,36.0,19.0,31.0
泰安,2024-08,36.0,22.0,32.8
泰安,2024-09,34.0,11.0,28.8
泰安,2024-10,27.0,5.0,20.9
泰安,2024-11,23.0,-4.0,14.9
泰州,2023-12,23.0,-7.0,8.6
泰州,2024-01,16.0,-7.0,7.5
泰州,2024-02,22.0,-3.0,7.7
泰州,2024-03,28.0,-1.0,15.0
泰州,2024-04,26.0,5.0,20.7
泰州,2024-05,32.0,10.0,25.7
泰州,2024-06,34.0,16.0,29.2
泰州,2024-07,38.0,20.0,33.5
泰州,2024-08,38.0,24.0,34.5
泰州,2024-09,36.0,18.0,30.3
泰州,2024-10,28.0,8.0,21.1
泰州,2024-11,26.0,1.0,17.1
洛阳,2023-12,23.0,-8.0,6.4
洛阳,2024-01,17.0,-8.0,6.1
洛阳,2024-02,19.0,-7.0,6.9
洛阳,2024-03,30.0,-2.0,16.5
洛阳,2024-04,31.0,8.0,22.7
洛阳,2024-05,37.0,11.0,28.5
洛阳,2024-06,41.0,18.0,33.0
洛阳,2024-07,36.0,19.0,30.4
洛阳,2024-08,35.0,19.0,31.7
洛阳,2024-09,36.0,12.0,27.2
洛阳,2024-10,27.0,4.0,20.3
洛阳,2024-11,22.0,0.0,14.3
济南,2023-12,23.0,-15.0,4.5
济南,2024-01,13.0,-10.0,5.0
济南,2024-02,20.0,-7.0,6.2
济南,2024-03,26.0,-2.0,16.1
济南,2024-04,31.0,8.0,24.0
济南,2024-05,37.0,13.0,28.5
济南,2024-06,40.0,19.0,34.5
济南,2024-07,37.0,17.0,31.7
济南,2024-08,36.0,20.0,32.6
济南,2024-09,34.0,10.0,27.9
济南,2024-10,28.0,5.0,20.9
济南,2024-11,24.0,-3.0,15.0
济宁,2023-12,20.0,-10.0,5.6
济宁,2024-01,13.0,-8.0,6.1
济宁,2024-02,19.0,-6.0,6.8
济宁,2024-03,26.0,-2.0,15.8
济宁,2024-04,29.0,8.0,23.6
济宁,2024-05,35.0,11.0,28.6
济宁,2024-06,39.0,20.0,33.9
济宁,2024-07,38.0,20.0,31.9
济宁,2024-08,37.0,22.0,33.5
济宁,2024-09,35.0,11.0,29.0
济宁,2024-10,27.0,5.0,21.5
济宁,2024-11,23.0,-1.0,15.2
济源,2023-12,25.0,-12.0,7.8
济源,2024-01,18.0,-6.0,7.0
济源,2024-02,20.0,-6.0,7.7
济源,2024-03,27.0,-2.0,17.3
济源,2024-04,31.0,5.0,23.5
济源,2024-05,38.0,12.0,29.8
济源,2024-06,42.0,18.0,34.9
济源,2024-07,38.0,19.0,31.9
济源,2024-08,36.0,18.0,33.1
济源,2024-09,37.0,11.0,28.6
济源,2024-10,28.0,2.0,21.9
济源,2024-11,23.0,-1.0,15.9
海口,2023-12,30.0,10.0,22.5
